scenario,protocol,n_agents,run,bsm_sent,bsm_delivered,bsm_pdr,bsm_deadline_rate,denm_sent,denm_delivered,denm_pdr,denm_deadline_rate,latency_p50_ms,latency_p99_ms,emergency_p99_ms,mean_cbr,cascade_n_vehicles,cascade_mean_ms,cascade_p95_ms
urban,QDAP,10,0,14400,9360,0.6500,0.6500,240,165,0.6875,0.6875,1.41,8.93,2.65,0.0480,0,,
urban,QDAP,10,1,14400,9955,0.6913,0.6913,240,204,0.8500,0.8500,1.51,9.11,2.35,0.0480,0,,
urban,QDAP,10,2,18000,13135,0.7297,0.7297,270,228,0.8444,0.8444,1.74,10.03,2.63,0.0533,0,,
urban,QDAP,10,3,18000,10690,0.5939,0.5939,270,185,0.6852,0.6852,1.59,9.37,3.54,0.0533,0,,
urban,QDAP,10,4,14400,8802,0.6112,0.6112,240,173,0.7208,0.7208,1.49,8.94,2.74,0.0480,0,,
urban,DSRC 802.11p,10,5,14400,8465,0.5878,0.5878,240,127,0.5292,0.5292,0.52,2.42,2.46,0.0480,0,,
urban,DSRC 802.11p,10,6,14400,9258,0.6429,0.6429,240,151,0.6292,0.6292,0.51,2.42,2.69,0.0480,0,,
urban,DSRC 802.11p,10,7,18000,12421,0.6901,0.6901,270,159,0.5889,0.5889,0.52,2.46,2.03,0.0533,0,,
urban,DSRC 802.11p,10,8,18000,9669,0.5372,0.5372,270,138,0.5111,0.5111,0.51,2.45,2.32,0.0533,0,,
urban,DSRC 802.11p,10,9,14400,8184,0.5683,0.5683,240,138,0.5750,0.5750,0.51,2.51,2.52,0.0480,0,,
urban,802.11bd,10,10,14400,10187,0.7074,0.7074,240,175,0.7292,0.7292,0.32,1.51,1.22,0.0480,0,,
urban,802.11bd,10,11,14400,10774,0.7482,0.7482,240,208,0.8667,0.8667,0.31,1.46,1.73,0.0480,0,,
urban,802.11bd,10,12,18000,14146,0.7859,0.7859,270,228,0.8444,0.8444,0.31,1.50,1.20,0.0533,0,,
urban,802.11bd,10,13,18000,11688,0.6493,0.6493,270,185,0.6852,0.6852,0.31,1.50,1.29,0.0533,0,,
urban,802.11bd,10,14,14400,9549,0.6631,0.6631,240,182,0.7583,0.7583,0.31,1.52,1.81,0.0480,0,,
urban,C-V2X Mode 4,10,15,14400,9400,0.6528,0.6406,240,159,0.6625,0.3250,52.20,100.86,100.26,0.0480,0,,
urban,C-V2X Mode 4,10,16,14400,10003,0.6947,0.6837,240,193,0.8042,0.4000,52.71,100.69,99.31,0.0480,0,,
urban,C-V2X Mode 4,10,17,18000,13224,0.7347,0.7214,270,217,0.8037,0.3889,51.79,100.80,100.02,0.0533,0,,
urban,C-V2X Mode 4,10,18,18000,10811,0.6006,0.5894,270,177,0.6556,0.3111,52.47,100.75,99.91,0.0533,0,,
urban,C-V2X Mode 4,10,19,14400,8818,0.6124,0.5998,240,160,0.6667,0.3000,53.18,100.79,101.09,0.0480,0,,
urban,UDP,10,20,14400,8167,0.5672,0.5672,240,149,0.6208,0.6208,1.42,9.07,6.58,0.0480,0,,
urban,UDP,10,21,14400,8974,0.6232,0.6232,240,180,0.7500,0.7500,1.42,9.08,7.56,0.0480,0,,
urban,UDP,10,22,18000,12061,0.6701,0.6701,270,176,0.6519,0.6519,1.39,9.41,10.24,0.0533,0,,
urban,UDP,10,23,18000,9330,0.5183,0.5183,270,168,0.6222,0.6222,1.40,9.24,9.72,0.0533,0,,
urban,UDP,10,24,14400,7922,0.5501,0.5501,240,160,0.6667,0.6667,1.40,8.89,8.32,0.0480,0,,
urban,MQTT,10,25,14400,7285,0.5059,0.4724,240,126,0.5250,0.5000,7.27,409.68,210.02,0.0480,0,,
urban,MQTT,10,26,14400,8039,0.5583,0.5242,240,166,0.6917,0.6792,7.22,408.36,207.76,0.0480,0,,
urban,MQTT,10,27,18000,11218,0.6232,0.5924,270,164,0.6074,0.5778,7.17,407.09,207.82,0.0533,0,,
urban,MQTT,10,28,18000,8325,0.4625,0.4321,270,138,0.5111,0.4926,7.25,408.23,206.09,0.0533,0,,
urban,MQTT,10,29,14400,7249,0.5034,0.4757,240,140,0.5833,0.5667,7.22,407.77,209.31,0.0480,0,,
urban,QDAP,25,0,84000,57167,0.6806,0.6806,600,532,0.8867,0.8867,1.59,9.54,2.75,0.1120,0,,
urban,QDAP,25,1,101200,70302,0.6947,0.6947,660,556,0.8424,0.8424,1.68,9.76,2.69,0.1227,0,,
urban,QDAP,25,2,101200,64690,0.6392,0.6392,660,575,0.8712,0.8712,1.46,9.34,3.18,0.1227,0,,
urban,QDAP,25,3,92400,66114,0.7155,0.7155,630,489,0.7762,0.7762,1.68,9.83,2.91,0.1173,0,,
urban,QDAP,25,4,92400,56915,0.6160,0.6160,630,532,0.8444,0.8444,1.63,9.81,2.71,0.1173,0,,
urban,DSRC 802.11p,25,5,84000,52534,0.6254,0.6254,600,417,0.6950,0.6950,0.52,2.45,2.34,0.1120,0,,
urban,DSRC 802.11p,25,6,101200,64695,0.6393,0.6393,660,435,0.6591,0.6591,0.53,2.50,2.62,0.1227,0,,
urban,DSRC 802.11p,25,7,101200,58302,0.5761,0.5761,660,458,0.6939,0.6939,0.52,2.48,2.30,0.1227,0,,
urban,DSRC 802.11p,25,8,92400,60953,0.6597,0.6597,630,376,0.5968,0.5968,0.53,2.50,2.35,0.1173,0,,
urban,DSRC 802.11p,25,9,92400,51139,0.5535,0.5535,630,451,0.7159,0.7159,0.52,2.46,2.45,0.1173,0,,
urban,802.11bd,25,10,84000,61734,0.7349,0.7349,600,534,0.8900,0.8900,0.32,1.47,1.38,0.1120,0,,
urban,802.11bd,25,11,101200,74728,0.7384,0.7384,660,564,0.8545,0.8545,0.32,1.49,1.41,0.1227,0,,
urban,802.11bd,25,12,101200,69805,0.6898,0.6898,660,569,0.8621,0.8621,0.32,1.51,1.50,0.1227,0,,
urban,802.11bd,25,13,92400,71048,0.7689,0.7689,630,479,0.7603,0.7603,0.32,1.49,1.67,0.1173,0,,
urban,802.11bd,25,14,92400,61861,0.6695,0.6695,630,566,0.8984,0.8984,0.32,1.49,1.31,0.1173,0,,
urban,C-V2X Mode 4,25,15,84000,56825,0.6765,0.6643,600,492,0.8200,0.3950,52.00,100.78,100.00,0.1120,0,,
urban,C-V2X Mode 4,25,16,101200,68886,0.6807,0.6688,660,533,0.8076,0.4167,51.78,100.74,100.13,0.1227,0,,
urban,C-V2X Mode 4,25,17,101200,63989,0.6323,0.6210,660,546,0.8273,0.4121,51.71,100.77,100.60,0.1227,0,,
urban,C-V2X Mode 4,25,18,92400,65439,0.7082,0.6960,630,456,0.7238,0.3349,51.70,100.73,99.41,0.1173,0,,
urban,C-V2X Mode 4,25,19,92400,56400,0.6104,0.5996,630,512,0.8127,0.3667,51.92,100.82,101.30,0.1173,0,,
urban,UDP,25,20,84000,51248,0.6101,0.6101,600,486,0.8100,0.8100,1.37,9.19,9.83,0.1120,0,,
urban,UDP,25,21,101200,63432,0.6268,0.6268,660,506,0.7667,0.7667,1.38,9.12,8.72,0.1227,0,,
urban,UDP,25,22,101200,57188,0.5651,0.5651,660,515,0.7803,0.7803,1.39,9.32,9.09,0.1227,0,,
urban,UDP,25,23,92400,59661,0.6457,0.6457,630,430,0.6825,0.6825,1.38,9.24,9.41,0.1173,0,,
urban,UDP,25,24,92400,50148,0.5427,0.5427,630,481,0.7635,0.7635,1.38,9.11,8.54,0.1173,0,,
urban,MQTT,25,25,84000,46322,0.5515,0.5191,600,443,0.7383,0.7150,8.37,409.93,208.56,0.1120,0,,
urban,MQTT,25,26,101200,57948,0.5726,0.5430,660,468,0.7091,0.6909,8.37,409.17,208.09,0.1227,0,,
urban,MQTT,25,27,101200,51103,0.5050,0.4730,660,478,0.7242,0.6985,8.41,409.79,209.36,0.1227,0,,
urban,MQTT,25,28,92400,54412,0.5889,0.5565,630,393,0.6238,0.5952,8.36,408.88,209.07,0.1173,0,,
urban,MQTT,25,29,92400,44487,0.4815,0.4498,630,437,0.6937,0.6714,8.41,410.87,209.12,0.1173,0,,
urban,QDAP,50,0,361200,223852,0.6197,0.6197,1260,976,0.7746,0.7746,1.64,10.02,2.57,0.2293,0,,
